0,51.5090161,-0.161622462,0,0,-1.54289229
0.5,51.509071,-0.161483715,0.168424033,-0.0310037574,-0.454433616
1,51.5091045,-0.161407528,0.294659989,-0.0104662117,-0.648644571
1.5,51.5091294,-0.161356066,0.532232066,-0.0216386356,-1.14019886
2,51.5091485,-0.161319075,0.742078231,-0.00876967422,-1.74580632
2.5,51.5091648,-0.161291497,0.991167625,0.00157568603,-1.42019183
3,51.5091793,-0.161268715,1.24110629,0.00825434131,-0.802131259
3.5,51.5091925,-0.161249908,1.24551477,-0.0126411165,-0.390041516
4,51.5092048,-0.161234165,1.35434361,-0.0176933101,-1.48950808
4.5,51.5092163,-0.161220563,1.16291354,-0.00495074006,-1.24748767
5,51.5092263,-0.161209301,1.31635699,-0.00100314792,-0.918159313
5.5,51.5092366,-0.161199557,1.22905877,-0.0195558327,-0.669658329
6,51.5092455,-0.161190796,1.32916302,0.0175376286,-1.17722112
6.5,51.5092545,-0.161182737,1.19260255,0.0270583319,-0.47026871
7,51.509263,-0.16117561,1.30189382,-0.00332363721,-0.399055689
7.5,51.5092714,-0.161169016,1.26143696,0.0117103279,-0.000417520831
8,51.5092794,-0.161162904,1.24928566,0.00265914551,-0.134048945
8.5,51.5092872,-0.161157391,1.26409805,-0.00353853429,-0.424338531
9,51.5092948,-0.16115244,1.21095494,0.0079966682,-0.579694168
9.5,51.509302,-0.161147809,1.34046587,0.0369522743,0.849193922
10,51.5093095,-0.161143678,1.1704787,0.0394821149,1.39397886
10.5,51.5093163,-0.161140067,1.31557125,0.0209099523,1.32300326
11,51.5093235,-0.161136866,1.17107318,0.00231632773,1.16461011
11.5,51.50933,-0.161133737,1.37977722,0.0245135338,0.812077222
12,51.5093372,-0.161130948,1.13090708,-0.00403712283,0.576436558
12.5,51.5093433,-0.161128372,1.38465753,-0.0133169461,0.690577207
13,51.5093505,-0.161125978,1.08731119,-0.00662638935,0.214751359
13.5,51.5093564,-0.161123897,1.4187183,0.00544791797,-0.237759135
14,51.5093637,-0.161121839,1.08712552,0.00759143488,-0.508280287
14.5,51.5093693,-0.161120063,1.44809451,-0.0280748164,-0.314833309
15,51.5093765,-0.161118388,1.02092749,-0.0362932332,-0.6233453
15.5,51.5093817,-0.161116601,1.47160836,-0.023139582,-1.65495099
16,51.5093888,-0.161114969,1.01560196,-0.0133267671,-2.12051304
16.5,51.509394,-0.161113295,1.45413287,-0.00951681287,-1.75634076
17,51.5094009,-0.161111676,1.00271263,-0.00294910767,-1.33909437
17.5,51.509406,-0.161110067,1.47747272,-0.000504378118,-1.3343137
18,51.5094132,-0.161108304,0.997194577,0.00274759223,-1.39661115
18.5,51.5094181,-0.161106642,1.50345701,-0.00681142786,-1.06774293
19,51.5094255,-0.161104893,0.938835678,0.00417625779,-0.686747057
19.5,51.50943,-0.161103206,1.60200494,0.0103537066,-0.529242112
20,51.5094377,-0.161101716,0.874710276,0.012718835,-0.592159265
20.5,51.5094419,-0.161100214,1.58329882,0.0066449354,-0.536187597
21,51.5094492,-0.161098686,0.886183546,0.0149510904,-0.935648931
21.5,51.5094534,-0.161097166,1.58394857,0.00955815347,-0.39079216
22,51.509461,-0.161096036,0.890227557,-0.0147029026,-0.477444216
22.5,51.5094654,-0.161095074,1.61679524,-0.0197647268,-0.965344221
23,51.5094729,-0.161094321,0.922833368,-0.0170904001,-0.376369102
23.5,51.5094772,-0.161093362,1.53111971,0.0131784189,-0.207179826
